+ 0.3258 1 0 ack 40 ------- 4 1.0 0.0 13 40
- 0.3258 1 0 ack 40 ------- 4 1.0 0.0 13 40
- 0.32912 0 1 tcp 1040 ------- 4 0.0 1.0 15 23
r 0.33112 1 0 ack 40 ------- 4 1.0 0.0 13 40
+ 0.33112 0 1 tcp 1040 ------- 4 0.0 1.0 27 41
+ 0.33112 0 1 tcp 1040 ------- 4 0.0 1.0 28 42
r 0.33412 0 1 tcp 1040 ------- 4 0.0 1.0 14 21
+ 0.33412 1 0 ack 40 ------- 4 1.0 0.0 14 43
- 0.33412 1 0 ack 40 ------- 4 1.0 0.0 14 43
- 0.33744 0 1 tcp 1040 ------- 4 0.0 1.0 16 24
r 0.33944 1 0 ack 40 ------- 4 1.0 0.0 14 43
+ 0.33944 0 1 tcp 1040 ------- 4 0.0 1.0 29 44
+ 0.33944 0 1 tcp 1040 ------- 4 0.0 1.0 30 45
r 0.34244 0 1 tcp 1040 ------- 4 0.0 1.0 15 23
+ 0.34244 1 0 ack 40 ------- 4 1.0 0.0 15 46
- 0.34244 1 0 ack 40 ------- 4 1.0 0.0 15 46
- 0.34576 0 1 tcp 1040 ------- 4 0.0 1.0 17 26
r 0.34776 1 0 ack 40 ------- 4 1.0 0.0 15 46
+ 0.34776 0 1 tcp 1040 ------- 4 0.0 1.0 31 47
+ 0.34776 0 1 tcp 1040 ------- 4 0.0 1.0 32 48
r 0.35076 0 1 tcp 1040 ------- 4 0.0 1.0 16 24
+ 0.35076 1 0 ack 40 ------- 4 1.0 0.0 16 49
- 0.35076 1 0 ack 40 ------- 4 1.0 0.0 16 49
- 0.35408 0 1 tcp 1040 ------- 4 0.0 1.0 18 27
r 0.35608 1 0 ack 40 ------- 4 1.0 0.0 16 49
+ 0.35608 0 1 tcp 1040 ------- 4 0.0 1.0 33 50
+ 0.35608 0 1 tcp 1040 ------- 4 0.0 1.0 34 51
r 0.35908 0 1 tcp 1040 ------- 4 0.0 1.0 17 26
+ 0.35908 1 0 ack 40 ------- 4 1.0 0.0 17 52
- 0.35908 1 0 ack 40 ------- 4 1.0 0.0 17 52
- 0.3624 0 1 tcp 1040 ------- 4 0.0 1.0 19 29
r 0.3644 1 0 ack 40 ------- 4 1.0 0.0 17 52
+ 0.3644 0 1 tcp 1040 ------- 4 0.0 1.0 35 53
+ 0.3644 0 1 tcp 1040 ------- 4 0.0 1.0 36 54
r 0.3674 0 1 tcp 1040 ------- 4 0.0 1.0 18 27
+ 0.3674 1 0 ack 40 ------- 4 1.0 0.0 18 55
- 0.3674 1 0 ack 40 ------- 4 1.0 0.0 18 55
- 0.37072 0 1 tcp 1040 ------- 4 0.0 1.0 20 30
r 0.37272 1 0 ack 40 ------- 4 1.0 0.0 18 55
+ 0.37272 0 1 tcp 1040 ------- 4 0.0 1.0 37 56
+ 0.37272 0 1 tcp 1040 ------- 4 0.0 1.0 38 57
r 0.37572 0 1 tcp 1040 ------- 4 0.0 1.0 19 29
+ 0.37572 1 0 ack 40 ------- 4 1.0 0.0 19 58
- 0.37572 1 0 ack 40 ------- 4 1.0 0.0 19 58
- 0.37904 0 1 tcp 1040 ------- 4 0.0 1.0 21 32
r 0.38104 1 0 ack 40 ------- 4 1.0 0.0 19 58
+ 0.38104 0 1 tcp 1040 ------- 4 0.0 1.0 39 59
r 0.38404 0 1 tcp 1040 ------- 4 0.0 1.0 20 30
+ 0.38404 1 0 ack 40 ------- 4 1.0 0.0 20 60
- 0.38404 1 0 ack 40 ------- 4 1.0 0.0 20 60
- 0.38736 0 1 tcp 1040 ------- 4 0.0 1.0 22 33
r 0.38936 1 0 ack 40 ------- 4 1.0 0.0 20 60
+ 0.38936 0 1 tcp 1040 ------- 4 0.0 1.0 40 61
r 0.39236 0 1 tcp 1040 ------- 4 0.0 1.0 21 32
+ 0.39236 1 0 ack 40 ------- 4 1.0 0.0 21 62
- 0.39236 1 0 ack 40 ------- 4 1.0 0.0 21 62
- 0.39568 0 1 tcp 1040 ------- 4 0.0 1.0 23 35
r 0.39768 1 0 ack 40 ------- 4 1.0 0.0 21 62
+ 0.39768 0 1 tcp 1040 ------- 4 0.0 1.0 41 63
r 0.40068 0 1 tcp 1040 ------- 4 0.0 1.0 22 33
+ 0.40068 1 0 ack 40 ------- 4 1.0 0.0 22 64
- 0.40068 1 0 ack 40 ------- 4 1.0 0.0 22 64
- 0.404 0 1 tcp 1040 ------- 4 0.0 1.0 24 36
r 0.406 1 0 ack 40 ------- 4 1.0 0.0 22 64
+ 0.406 0 1 tcp 1040 ------- 4 0.0 1.0 42 65
r 0.409 0 1 tcp 1040 ------- 4 0.0 1.0 23 35
+ 0.409 1 0 ack 40 ------- 4 1.0 0.0 23 66
- 0.409 1 0 ack 40 ------- 4 1.0 0.0 23 66
- 0.41232 0 1 tcp 1040 ------- 4 0.0 1.0 25 38
r 0.41432 1 0 ack 40 ------- 4 1.0 0.0 23 66
+ 0.41432 0 1 tcp 1040 ------- 4 0.0 1.0 43 67
r 0.41732 0 1 tcp 1040 ------- 4 0.0 1.0 24 36
+ 0.41732 1 0 ack 40 ------- 4 1.0 0.0 24 68
- 0.41732 1 0 ack 40 ------- 4 1.0 0.0 24 68
- 0.42064 0 1 tcp 1040 ------- 4 0.0 1.0 26 39
r 0.42264 1 0 ack 40 ------- 4 1.0 0.0 24 68
+ 0.42264 0 1 tcp 1040 ------- 4 0.0 1.0 44 69
r 0.42564 0 1 tcp 1040 ------- 4 0.0 1.0 25 38
+ 0.42564 1 0 ack 40 ------- 4 1.0 0.0 25 70
- 0.42564 1 0 ack 40 ------- 4 1.0 0.0 25 70
- 0.42896 0 1 tcp 1040 ------- 4 0.0 1.0 27 41
r 0.43096 1 0 ack 40 ------- 4 1.0 0.0 25 70
+ 0.43096 0 1 tcp 1040 ------- 4 0.0 1.0 45 71
r 0.43396 0 1 tcp 1040 ------- 4 0.0 1.0 26 39
+ 0.43396 1 0 ack 40 ------- 4 1.0 0.0 26 72
- 0.43396 1 0 ack 40 ------- 4 1.0 0.0 26 72
- 0.43728 0 1 tcp 1040 ------- 4 0.0 1.0 28 42
r 0.43928 1 0 ack 40 ------- 4 1.0 0.0 26 72
+ 0.43928 0 1 tcp 1040 ------- 4 0.0 1.0 46 73
r 0.44228 0 1 tcp 1040 ------- 4 0.0 1.0 27 41
+ 0.44228 1 0 ack 40 ------- 4 1.0 0.0 27 74
- 0.44228 1 0 ack 40 ------- 4 1.0 0.0 27 74
- 0.4456 0 1 tcp 1040 ------- 4 0.0 1.0 29 44
r 0.4476 1 0 ack 40 ------- 4 1.0 0.0 27 74
+ 0.4476 0 1 tcp 1040 ------- 4 0.0 1.0 47 75
r 0.4506 0 1 tcp 1040 ------- 4 0.0 1.0 28 42
+ 0.4506 1 0 ack 40 ------- 4 1.0 0.0 28 76
- 0.4506 1 0 ack 40 ------- 4 1.0 0.0 28 76
- 0.45392 0 1 tcp 1040 ------- 4 0.0 1.0 30 45
r 0.45592 1 0 ack 40 ------- 4 1.0 0.0 28 76
+ 0.45592 0 1 tcp 1040 ------- 4 0.0 1.0 48 77
r 0.45892 0 1 tcp 1040 ------- 4 0.0 1.0 29 44
+ 0.45892 1 0 ack 40 ------- 4 1.0 0.0 29 78
- 0.45892 1 0 ack 40 ------- 4 1.0 0.0 29 78
- 0.46224 0 1 tcp 1040 ------- 4 0.0 1.0 31 47
r 0.46424 1 0 ack 40 ------- 4 1.0 0.0 29 78
+ 0.46424 0 1 tcp 1040 ------- 4 0.0 1.0 49 79
r 0.46724 0 1 tcp 1040 ------- 4 0.0 1.0 30 45
+ 0.46724 1 0 ack 40 ------- 4 1.0 0.0 30 80
- 0.46724 1 0 ack 40 ------- 4 1.0 0.0 30 80
- 0.47056 0 1 tcp 1040 ------- 4 0.0 1.0 32 48
r 0.47256 1 0 ack 40 ------- 4 1.0 0.0 30 80
+ 0.47256 0 1 tcp 1040 ------- 4 0.0 1.0 50 81
r 0.47556 0 1 tcp 1040 ------- 4 0.0 1.0 31 47
+ 0.47556 1 0 ack 40 ------- 4 1.0 0.0 31 82
- 0.47556 1 0 ack 40 ------- 4 1.0 0.0 31 82
- 0.47888 0 1 tcp 1040 ------- 4 0.0 1.0 33 50
r 0.48088 1 0 ack 40 ------- 4 1.0 0.0 31 82
+ 0.48088 0 1 tcp 1040 ------- 4 0.0 1.0 51 83
r 0.48388 0 1 tcp 1040 ------- 4 0.0 1.0 32 48
+ 0.48388 1 0 ack 40 ------- 4 1.0 0.0 32 84
- 0.48388 1 0 ack 40 ------- 4 1.0 0.0 32 84
- 0.4872 0 1 tcp 1040 ------- 4 0.0 1.0 34 51
r 0.4892 1 0 ack 40 ------- 4 1.0 0.0 32 84
+ 0.4892 0 1 tcp 1040 ------- 4 0.0 1.0 52 85
r 0.4922 0 1 tcp 1040 ------- 4 0.0 1.0 33 50
+ 0.4922 1 0 ack 40 ------- 4 1.0 0.0 33 86
- 0.4922 1 0 ack 40 ------- 4 1.0 0.0 33 86
- 0.49552 0 1 tcp 1040 ------- 4 0.0 1.0 35 53
r 0.49752 1 0 ack 40 ------- 4 1.0 0.0 33 86
+ 0.49752 0 1 tcp 1040 ------- 4 0.0 1.0 53 87
r 0.50052 0 1 tcp 1040 ------- 4 0.0 1.0 34 51
+ 0.50052 1 0 ack 40 ------- 4 1.0 0.0 34 88
- 0.50052 1 0 ack 40 ------- 4 1.0 0.0 34 88
- 0.50384 0 1 tcp 1040 ------- 4 0.0 1.0 36 54
r 0.50584 1 0 ack 40 ------- 4 1.0 0.0 34 88
+ 0.50584 0 1 tcp 1040 ------- 4 0.0 1.0 54 89
r 0.50884 0 1 tcp 1040 ------- 4 0.0 1.0 35 53
+ 0.50884 1 0 ack 40 ------- 4 1.0 0.0 35 90
- 0.50884 1 0 ack 40 ------- 4 1.0 0.0 35 90
- 0.51216 0 1 tcp 1040 ------- 4 0.0 1.0 37 56
r 0.51416 1 0 ack 40 ------- 4 1.0 0.0 35 90
+ 0.51416 0 1 tcp 1040 ------- 4 0.0 1.0 55 91
r 0.51716 0 1 tcp 1040 ------- 4 0.0 1.0 36 54
+ 0.51716 1 0 ack 40 ------- 4 1.0 0.0 36 92
- 0.51716 1 0 ack 40 ------- 4 1.0 0.0 36 92
- 0.52048 0 1 tcp 1040 ------- 4 0.0 1.0 38 57
r 0.52248 1 0 ack 40 ------- 4 1.0 0.0 36 92
+ 0.52248 0 1 tcp 1040 ------- 4 0.0 1.0 56 93
r 0.52548 0 1 tcp 1040 ------- 4 0.0 1.0 37 56
+ 0.52548 1 0 ack 40 ------- 4 1.0 0.0 37 94
- 0.52548 1 0 ack 40 ------- 4 1.0 0.0 37 94
- 0.5288 0 1 tcp 1040 ------- 4 0.0 1.0 39 59
r 0.5308 1 0 ack 40 ------- 4 1.0 0.0 37 94
+ 0.5308 0 1 tcp 1040 ------- 4 0.0 1.0 57 95
r 0.5338 0 1 tcp 1040 ------- 4 0.0 1.0 38 57
+ 0.5338 1 0 ack 40 ------- 4 1.0 0.0 38 96
- 0.5338 1 0 ack 40 ------- 4 1.0 0.0 38 96
- 0.53712 0 1 tcp 1040 ------- 4 0.0 1.0 40 61
r 0.53912 1 0 ack 40 ------- 4 1.0 0.0 38 96
+ 0.53912 0 1 tcp 1040 ------- 4 0.0 1.0 58 97
r 0.54212 0 1 tcp 1040 ------- 4 0.0 1.0 39 59
+ 0.54212 1 0 ack 40 ------- 4 1.0 0.0 39 98
- 0.54212 1 0 ack 40 ------- 4 1.0 0.0 39 98
- 0.54544 0 1 tcp 1040 ------- 4 0.0 1.0 41 63
r 0.54744 1 0 ack 40 ------- 4 1.0 0.0 39 98
+ 0.54744 0 1 tcp 1040 ------- 4 0.0 1.0 59 99
r 0.55044 0 1 tcp 1040 ------- 4 0.0 1.0 40 61
+ 0.55044 1 0 ack 40 ------- 4 1.0 0.0 40 100
- 0.55044 1 0 ack 40 ------- 4 1.0 0.0 40 100
- 0.55376 0 1 tcp 1040 ------- 4 0.0 1.0 42 65
r 0.55576 1 0 ack 40 ------- 4 1.0 0.0 40 100
+ 0.55576 0 1 tcp 1040 ------- 4 0.0 1.0 60 101
r 0.55876 0 1 tcp 1040 ------- 4 0.0 1.0 41 63
+ 0.55876 1 0 ack 40 ------- 4 1.0 0.0 41 102
- 0.55876 1 0 ack 40 ------- 4 1.0 0.0 41 102
- 0.56208 0 1 tcp 1040 ------- 4 0.0 1.0 43 67
r 0.56408 1 0 ack 40 ------- 4 1.0 0.0 41 102
+ 0.56408 0 1 tcp 1040 ------- 4 0.0 1.0 61 103
r 0.56708 0 1 tcp 1040 ------- 4 0.0 1.0 42 65
+ 0.56708 1 0 ack 40 ------- 4 1.0 0.0 42 104
- 0.56708 1 0 ack 40 ------- 4 1.0 0.0 42 104
- 0.5704 0 1 tcp 1040 ------- 4 0.0 1.0 44 69
r 0.5724 1 0 ack 40 ------- 4 1.0 0.0 42 104
+ 0.5724 0 1 tcp 1040 ------- 4 0.0 1.0 62 105
r 0.5754 0 1 tcp 1040 ------- 4 0.0 1.0 43 67
+ 0.5754 1 0 ack 40 ------- 4 1.0 0.0 43 106
- 0.5754 1 0 ack 40 ------- 4 1.0 0.0 43 106
- 0.57872 0 1 tcp 1040 ------- 4 0.0 1.0 45 71
r 0.58072 1 0 ack 40 ------- 4 1.0 0.0 43 106
+ 0.58072 0 1 tcp 1040 ------- 4 0.0 1.0 63 107
r 0.58372 0 1 tcp 1040 ------- 4 0.0 1.0 44 69
+ 0.58372 1 0 ack 40 ------- 4 1.0 0.0 44 108
- 0.58372 1 0 ack 40 ------- 4 1.0 0.0 44 108
- 0.58704 0 1 tcp 1040 ------- 4 0.0 1.0 46 73
r 0.58904 1 0 ack 40 ------- 4 1.0 0.0 44 108
+ 0.58904 0 1 tcp 1040 ------- 4 0.0 1.0 64 109
r 0.59204 0 1 tcp 1040 ------- 4 0.0 1.0 45 71
+ 0.59204 1 0 ack 40 ------- 4 1.0 0.0 45 110
- 0.59204 1 0 ack 40 ------- 4 1.0 0.0 45 110
- 0.59536 0 1 tcp 1040 ------- 4 0.0 1.0 47 75
r 0.59736 1 0 ack 40 ------- 4 1.0 0.0 45 110
+ 0.59736 0 1 tcp 1040 ------- 4 0.0 1.0 65 111
r 0.60036 0 1 tcp 1040 ------- 4 0.0 1.0 46 73
+ 0.60036 1 0 ack 40 ------- 4 1.0 0.0 46 112
- 0.60036 1 0 ack 40 ------- 4 1.0 0.0 46 112
- 0.60368 0 1 tcp 1040 ------- 4 0.0 1.0 48 77
r 0.60568 1 0 ack 40 ------- 4 1.0 0.0 46 112
+ 0.60568 0 1 tcp 1040 ------- 4 0.0 1.0 66 113
r 0.60868 0 1 tcp 1040 ------- 4 0.0 1.0 47 75
+ 0.60868 1 0 ack 40 ------- 4 1.0 0.0 47 114
- 0.60868 1 0 ack 40 ------- 4 1.0 0.0 47 114
- 0.612 0 1 tcp 1040 ------- 4 0.0 1.0 49 79
r 0.614 1 0 ack 40 ------- 4 1.0 0.0 47 114
+ 0.614 0 1 tcp 1040 ------- 4 0.0 1.0 67 115
r 0.617 0 1 tcp 1040 ------- 4 0.0 1.0 48 77
+ 0.617 1 0 ack 40 ------- 4 1.0 0.0 48 116
- 0.617 1 0 ack 40 ------- 4 1.0 0.0 48 116
- 0.62032 0 1 tcp 1040 ------- 4 0.0 1.0 50 81
r 0.62232 1 0 ack 40 ------- 4 1.0 0.0 48 116
+ 0.62232 0 1 tcp 1040 ------- 4 0.0 1.0 68 117
r 0.62532 0 1 tcp 1040 ------- 4 0.0 1.0 49 79
+ 0.62532 1 0 ack 40 ------- 4 1.0 0.0 49 118
- 0.62532 1 0 ack 40 ------- 4 1.0 0.0 49 118
- 0.62864 0 1 tcp 1040 ------- 4 0.0 1.0 51 83
r 0.63064 1 0 ack 40 ------- 4 1.0 0.0 49 118
+ 0.63064 0 1 tcp 1040 ------- 4 0.0 1.0 69 119
r 0.63364 0 1 tcp 1040 ------- 4 0.0 1.0 50 81
+ 0.63364 1 0 ack 40 ------- 4 1.0 0.0 50 120
- 0.63364 1 0 ack 40 ------- 4 1.0 0.0 50 120
- 0.63696 0 1 tcp 1040 ------- 4 0.0 1.0 52 85
r 0.63896 1 0 ack 40 ------- 4 1.0 0.0 50 120
+ 0.63896 0 1 tcp 1040 ------- 4 0.0 1.0 70 121
r 0.64196 0 1 tcp 1040 ------- 4 0.0 1.0 51 83
+ 0.64196 1 0 ack 40 ------- 4 1.0 0.0 51 122
- 0.64196 1 0 ack 40 ------- 4 1.0 0.0 51 122
- 0.64528 0 1 tcp 1040 ------- 4 0.0 1.0 53 87
r 0.64728 1 0 ack 40 ------- 4 1.0 0.0 51 122
+ 0.64728 0 1 tcp 1040 ------- 4 0.0 1.0 71 123
r 0.65028 0 1 tcp 1040 ------- 4 0.0 1.0 52 85
+ 0.65028 1 0 ack 40 ------- 4 1.0 0.0 52 124
- 0.65028 1 0 ack 40 ------- 4 1.0 0.0 52 124
- 0.6536 0 1 tcp 1040 ------- 4 0.0 1.0 54 89
r 0.6556 1 0 ack 40 ------- 4 1.0 0.0 52 124
+ 0.6556 0 1 tcp 1040 ------- 4 0.0 1.0 72 125
r 0.6586 0 1 tcp 1040 ------- 4 0.0 1.0 53 87
+ 0.6586 1 0 ack 40 ------- 4 1.0 0.0 53 126
- 0.6586 1 0 ack 40 ------- 4 1.0 0.0 53 126
- 0.66192 0 1 tcp 1040 ------- 4 0.0 1.0 55 91
r 0.66392 1 0 ack 40 ------- 4 1.0 0.0 53 126
+ 0.66392 0 1 tcp 1040 ------- 4 0.0 1.0 73 127
r 0.66692 0 1 tcp 1040 ------- 4 0.0 1.0 54 89
+ 0.66692 1 0 ack 40 ------- 4 1.0 0.0 54 128
- 0.66692 1 0 ack 40 ------- 4 1.0 0.0 54 128
- 0.67024 0 1 tcp 1040 ------- 4 0.0 1.0 56 93
r 0.67224 1 0 ack 40 ------- 4 1.0 0.0 54 128
+ 0.67224 0 1 tcp 1040 ------- 4 0.0 1.0 74 129
r 0.67524 0 1 tcp 1040 ------- 4 0.0 1.0 55 91
+ 0.67524 1 0 ack 40 ------- 4 1.0 0.0 55 130
- 0.67524 1 0 ack 40 ------- 4 1.0 0.0 55 130
- 0.67856 0 1 tcp 1040 ------- 4 0.0 1.0 57 95
r 0.68056 1 0 ack 40 ------- 4 1.0 0.0 55 130
+ 0.68056 0 1 tcp 1040 ------- 4 0.0 1.0 75 131
r 0.68356 0 1 tcp 1040 ------- 4 0.0 1.0 56 93
+ 0.68356 1 0 ack 40 ------- 4 1.0 0.0 56 132
- 0.68356 1 0 ack 40 ------- 4 1.0 0.0 56 132
- 0.68688 0 1 tcp 1040 ------- 4 0.0 1.0 58 97
r 0.68888 1 0 ack 40 ------- 4 1.0 0.0 56 132
+ 0.68888 0 1 tcp 1040 ------- 4 0.0 1.0 76 133
r 0.69188 0 1 tcp 1040 ------- 4 0.0 1.0 57 95
+ 0.69188 1 0 ack 40 ------- 4 1.0 0.0 57 134
- 0.69188 1 0 ack 40 ------- 4 1.0 0.0 57 134
- 0.6952 0 1 tcp 1040 ------- 4 0.0 1.0 59 99
r 0.6972 1 0 ack 40 ------- 4 1.0 0.0 57 134
+ 0.6972 0 1 tcp 1040 ------- 4 0.0 1.0 77 135
r 0.7002 0 1 tcp 1040 ------- 4 0.0 1.0 58 97
+ 0.7002 1 0 ack 40 ------- 4 1.0 0.0 58 136
- 0.7002 1 0 ack 40 ------- 4 1.0 0.0 58 136
- 0.70352 0 1 tcp 1040 ------- 4 0.0 1.0 60 101
r 0.70552 1 0 ack 40 ------- 4 1.0 0.0 58 136
+ 0.70552 0 1 tcp 1040 ------- 4 0.0 1.0 78 137
r 0.70852 0 1 tcp 1040 ------- 4 0.0 1.0 59 99
+ 0.70852 1 0 ack 40 ------- 4 1.0 0.0 59 138
- 0.70852 1 0 ack 40 ------- 4 1.0 0.0 59 138
- 0.71184 0 1 tcp 1040 ------- 4 0.0 1.0 61 103
r 0.71384 1 0 ack 40 ------- 4 1.0 0.0 59 138
+ 0.71384 0 1 tcp 1040 ------- 4 0.0 1.0 79 139
r 0.71684 0 1 tcp 1040 ------- 4 0.0 1.0 60 101
+ 0.71684 1 0 ack 40 ------- 4 1.0 0.0 60 140
- 0.71684 1 0 ack 40 ------- 4 1.0 0.0 60 140
- 0.72016 0 1 tcp 1040 ------- 4 0.0 1.0 62 105
r 0.72216 1 0 ack 40 ------- 4 1.0 0.0 60 140
+ 0.72216 0 1 tcp 1040 ------- 4 0.0 1.0 80 141
r 0.72516 0 1 tcp 1040 ------- 4 0.0 1.0 61 103
+ 0.72516 1 0 ack 40 ------- 4 1.0 0.0 61 142
- 0.72516 1 0 ack 40 ------- 4 1.0 0.0 61 142
- 0.72848 0 1 tcp 1040 ------- 4 0.0 1.0 63 107
r 0.73048 1 0 ack 40 ------- 4 1.0 0.0 61 142
+ 0.73048 0 1 tcp 1040 ------- 4 0.0 1.0 81 143
r 0.73348 0 1 tcp 1040 ------- 4 0.0 1.0 62 105
